FA/binder,CA/Binder,Binder (kg),% of SiO2,% of CaO,% of Al2O3,liquid/binder ratio,NaOH Molarity,Na2SiO3/  NaOH,Additional Water (%),SP (% of b),Curing temp (0 C),Age,Comp. Strength (Mpa),,
1.41,3.28,394.28,54.51,2.70,15.77,0.40,10.00,2.50,18.00,2.70,25.00,28.00,32.46,,
1.41,3.28,394.28,80.52,3.68,6.28,0.40,10.00,2.50,0.00,0.00,25.00,28.00,1.30,,
1.41,3.28,394.28,57.41,2.81,14.72,0.40,10.00,2.50,16.00,2.40,25.00,28.00,21.11,,
1.41,3.28,394.28,60.30,2.92,13.66,0.40,10.00,2.50,14.00,2.10,25.00,28.00,13.11,,
1.41,3.28,394.29,63.19,3.03,12.61,0.40,10.00,2.50,12.00,1.80,25.00,28.00,6.20,,
1.41,3.28,394.28,66.07,3.13,11.55,0.40,10.00,2.50,10.00,1.50,25.00,28.00,3.29,,
1.41,3.28,394.28,68.96,3.24,10.50,0.40,10.00,2.50,8.00,1.20,25.00,28.00,1.96,,
1.41,3.28,394.28,55.93,5.34,15.26,0.40,10.00,2.50,14.00,2.10,25.00,28.00,23.13,,
1.41,3.28,394.29,58.82,5.44,14.20,0.40,10.00,2.50,12.00,1.80,25.00,28.00,14.14,,
1.41,3.28,394.28,61.71,5.55,13.15,0.40,10.00,2.50,10.00,1.50,25.00,28.00,9.11,,
1.41,3.28,394.28,64.60,5.66,12.09,0.40,10.00,2.50,8.00,1.20,25.00,28.00,5.21,,
1.41,3.28,394.28,67.49,5.77,11.04,0.40,10.00,2.50,6.00,0.90,25.00,28.00,3.07,,
1.41,3.28,394.28,54.46,7.86,15.80,0.40,10.00,2.50,12.00,1.80,25.00,28.00,32.24,,
1.41,3.28,394.28,57.35,7.97,14.74,0.40,10.00,2.50,10.00,1.50,25.00,28.00,20.90,,
1.41,3.28,394.27,60.23,8.08,13.69,0.40,10.00,2.50,8.00,1.20,25.00,28.00,13.14,,
1.60,3.00,400.00,52.52,8.68,30.16,0.40,10.00,2.02,0.00,6.00,25.00,56.00,23.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,2.02,0.00,6.00,25.00,56.00,43.00,,
1.62,3.03,400.00,48.45,16.74,26.61,0.40,10.00,2.02,0.00,6.00,25.00,56.00,58.00,,
1.63,3.05,400.00,44.38,24.80,23.07,0.40,10.00,2.02,0.00,6.00,25.00,56.00,64.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,12.00,2.02,0.00,6.00,25.00,56.00,52.00,,
1.62,3.03,400.00,48.45,16.74,26.61,0.40,12.00,2.02,0.00,6.00,25.00,56.00,67.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,14.00,2.02,0.00,6.00,25.00,56.00,58.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.40,14.00,2.02,0.00,6.00,25.00,56.00,66.00,,
1.61,3.01,400.00,52.52,8.68,30.16,0.35,10.00,2.00,0.00,6.00,25.00,56.00,28.00,,
1.62,3.03,400.00,50.48,12.71,28.38,0.35,10.00,2.00,0.00,6.00,25.00,56.00,49.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.35,10.00,2.00,0.00,6.00,25.00,56.00,64.00,,
1.64,3.06,400.00,44.38,24.80,23.07,0.35,10.00,2.00,0.00,6.00,25.00,56.00,74.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,2.48,0.00,6.00,25.00,56.00,49.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.40,10.00,2.48,0.00,6.00,25.00,56.00,68.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,3.00,0.00,6.00,25.00,56.00,41.00,,
1.63,3.05,400.00,48.45,16.74,26.61,0.40,10.00,3.00,0.00,6.00,25.00,56.00,54.00,,
1.61,3.02,400.00,52.52,8.68,30.16,0.35,10.00,2.00,3.00,6.00,25.00,56.00,19.00,,
1.62,3.03,400.00,50.48,12.71,28.38,0.35,10.00,2.00,0.00,6.00,25.00,56.00,39.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.35,10.00,2.00,0.00,6.00,25.00,56.00,56.00,,
1.64,3.06,400.00,44.38,24.80,23.07,0.35,10.00,2.00,0.00,6.00,25.00,56.00,67.00,,
1.60,3.00,400.00,52.52,8.68,30.16,0.40,10.00,2.02,0.00,6.00,25.00,90.00,25.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,2.02,0.00,6.00,25.00,90.00,45.00,,
1.62,3.03,400.00,48.45,16.74,26.61,0.40,10.00,2.02,0.00,6.00,25.00,90.00,62.00,,
1.63,3.05,400.00,44.38,24.80,23.07,0.40,10.00,2.02,0.00,6.00,25.00,90.00,69.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,12.00,2.02,0.00,6.00,25.00,90.00,54.00,,
1.62,3.03,400.00,48.45,16.74,26.61,0.40,12.00,2.02,0.00,6.00,25.00,90.00,69.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,14.00,2.02,0.00,6.00,25.00,90.00,59.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.40,14.00,2.02,0.00,6.00,25.00,90.00,69.00,,
1.61,3.01,400.00,52.52,8.68,30.16,0.35,10.00,2.00,0.00,6.00,25.00,90.00,29.00,,
1.62,3.03,400.00,50.48,12.71,28.38,0.35,10.00,2.00,0.00,6.00,25.00,90.00,50.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.35,10.00,2.00,0.00,6.00,25.00,90.00,67.00,,
1.64,3.06,400.00,44.38,24.80,23.07,0.35,10.00,2.00,0.00,6.00,25.00,90.00,76.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,2.48,0.00,6.00,25.00,90.00,50.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.40,10.00,2.48,0.00,6.00,25.00,90.00,70.00,,
1.61,3.02,400.00,50.48,12.71,28.38,0.40,10.00,3.00,0.00,6.00,25.00,90.00,42.00,,
1.63,3.05,400.00,48.45,16.74,26.61,0.40,10.00,3.00,0.00,6.00,25.00,90.00,55.00,,
1.61,3.02,400.00,52.52,8.68,30.16,0.35,10.00,2.00,3.00,6.00,25.00,90.00,20.00,,
1.62,3.03,400.00,50.48,12.71,28.38,0.35,10.00,2.00,0.00,6.00,25.00,90.00,41.00,,
1.62,3.04,400.00,48.45,16.74,26.61,0.35,10.00,2.00,0.00,6.00,25.00,90.00,59.00,,
1.64,3.06,400.00,44.38,24.80,23.07,0.35,10.00,2.00,0.00,6.00,25.00,90.00,69.00,,
2.51,1.67,400.00,38.29,34.78,9.28,0.50,12.00,2.51,22.00,0.00,22.50,7.00,41.69,,
2.76,1.67,400.00,39.36,33.54,9.55,0.50,12.00,2.51,22.00,0.00,22.50,7.00,40.47,,
2.75,1.67,400.00,40.42,32.29,9.81,0.50,12.00,2.51,22.00,0.00,22.50,7.00,34.83,,
2.51,1.67,400.00,38.29,34.78,9.28,0.50,12.00,2.51,22.00,0.00,22.50,28.00,53.39,,
2.76,1.67,400.00,39.36,33.54,9.55,0.50,12.00,2.51,22.00,0.00,22.50,28.00,45.87,,
2.75,1.67,400.00,40.42,32.29,9.81,0.50,12.00,2.51,22.00,0.00,22.50,28.00,45.45,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,2.50,0.00,0.00,20.00,90.00,46.06,,
1.63,3.02,400.00,48.96,10.61,24.21,0.40,14.00,2.50,0.00,0.00,20.00,90.00,52.92,,
1.63,3.02,400.00,51.34,6.26,25.71,0.40,14.00,1.50,0.00,0.00,20.00,90.00,50.96,,
1.63,3.02,400.00,48.96,10.61,24.21,0.40,14.00,1.50,0.00,0.00,20.00,90.00,66.64,,
1.65,3.06,400.00,53.71,1.90,27.20,0.35,14.00,2.50,0.00,1.50,20.00,90.00,36.30,,
1.64,3.04,400.00,51.34,6.26,25.71,0.35,14.00,2.50,2.00,1.50,20.00,90.00,41.80,,
1.64,3.04,400.00,48.96,10.61,24.21,0.35,14.00,2.50,2.00,1.50,20.00,90.00,42.14,,
1.65,3.06,400.00,53.71,1.90,27.20,0.35,14.00,1.50,0.00,1.50,20.00,90.00,37.40,,
1.64,3.04,400.00,51.34,6.26,25.71,0.35,14.00,1.50,2.00,1.50,20.00,90.00,45.10,,
1.64,3.04,400.00,48.96,10.61,24.21,0.35,14.00,1.50,2.00,1.50,20.00,90.00,52.92,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
